Business Type,Cargo Type,Total Weight,Date Time,Season,Profit %,Destination,Region Type
Home appliances,Home Decor,1175,21-12-2016 07:00,Winter,14,Kenya,Europe
Home appliances,Home Decor,750,21-12-2016 07:00,Winter,20,Kenya,Europe
Home appliances,Home Decor,875,21-12-2016 07:00,Winter,6,Kenya,Europe
Home appliances,Home Decor,1175,25-02-2016 18:19,Summer,18,Kenya,Europe
Home appliances,Home Decor,500,25-02-2016 18:19,Summer,21,Kenya,Europe
Home appliances,Home Decor,725,25-02-2016 18:19,Summer,25,Kenya,Europe
Home appliances,Home Decor,700,25-02-2016 18:19,Summer,17,Kenya,Europe
Home appliances,Home Decor,750,25-02-2016 18:19,Summer,18,Kenya,Europe
Home appliances,Home Decor,600,08-02-2016 15:16,Summer,16,Kenya,Europe
Home appliances,Home Decor,825,08-02-2016 15:16,Summer,15,Kenya,Europe
Home appliances,Home Decor,625,08-02-2016 15:16,Summer,19,Kenya,Europe
Home appliances,Home Decor,1075,08-02-2016 15:16,Summer,16,Kenya,Europe
Home appliances,Home Decor,1225,08-02-2016 15:16,Summer,7,Kenya,Europe
Home appliances,Home Decor,1200,12-08-2016 17:05,Rainy,18,Morocco,Asia
Home appliances,Home Decor,850,12-08-2016 17:05,Rainy,10,Morocco,Asia
Home appliances,Home Decor,1225,12-08-2016 17:05,Rainy,21,Morocco,Asia
Home appliances,Home Decor,550,12-08-2016 17:05,Rainy,8,Morocco,Asia
Home appliances,Home Decor,750,12-08-2016 17:05,Rainy,14,Morocco,Asia
Home appliances,Garden & Outdoors,800,23-01-2016 21:38,Winter,22,South Africa,Africa
Home appliances,Garden & Outdoors,700,23-01-2016 21:38,Winter,19,South Africa,Africa
Home appliances,Garden & Outdoors,1125,23-01-2016 21:38,Winter,13,South Africa,Africa
Home appliances,Garden & Outdoors,775,23-01-2016 21:38,Winter,18,South Africa,Africa
Home appliances,Garden & Outdoors,825,23-01-2016 21:38,Winter,25,South Africa,Africa
Home appliances,Garden & Outdoors,875,06-02-2016 03:30,Summer,11,South Africa,Africa
Home appliances,Garden & Outdoors,775,06-02-2016 03:30,Summer,21,South Africa,Africa
Home appliances,Garden & Outdoors,950,06-02-2016 03:30,Summer,23,South Africa,Africa
Home appliances,Garden & Outdoors,750,06-02-2016 03:30,Summer,11,South Africa,Africa
Home appliances,Garden & Outdoors,675,06-02-2016 03:30,Summer,22,South Africa,Africa
Home appliances,Garden & Outdoors,700,18-12-2016 04:02,Winter,12,Kenya,Europe
Home appliances,Garden & Outdoors,1100,18-12-2016 04:02,Winter,11,Kenya,Europe
Home appliances,Garden & Outdoors,850,18-12-2016 04:02,Winter,13,Kenya,Europe
Home appliances,Garden & Outdoors,975,18-12-2016 04:02,Winter,12,Kenya,Europe
Home appliances,Garden & Outdoors,825,18-12-2016 04:02,Winter,6,Kenya,Europe
Home appliances,Garden & Outdoors,525,21-10-2016 11:49,Winter,5,Kenya,Europe
Home appliances,Garden & Outdoors,1150,21-10-2016 11:49,Winter,21,Kenya,Europe
Home appliances,Garden & Outdoors,600,21-10-2016 11:49,Winter,21,Kenya,Europe
Home appliances,Garden & Outdoors,1225,21-10-2016 11:49,Winter,18,Kenya,Europe
Home appliances,Garden & Outdoors,800,21-10-2016 11:49,Winter,20,Kenya,Europe
Home appliances,Garden & Outdoors,750,29-02-2016 00:47,Summer,13,Kenya,Europe
Home appliances,Garden & Outdoors,600,29-02-2016 00:47,Summer,5,Kenya,Europe
Home appliances,Garden & Outdoors,525,29-02-2016 00:47,Summer,9,Kenya,Europe
Home appliances,Garden & Outdoors,1200,29-02-2016 00:47,Summer,15,Kenya,Europe
Home appliances,Garden & Outdoors,1175,29-02-2016 00:47,Summer,13,Kenya,Europe
Home appliances,Garden & Outdoors,1225,26-09-2016 06:51,Rainy,10,Nigeria,America
Home appliances,Garden & Outdoors,1000,26-09-2016 06:51,Rainy,5,Nigeria,America
Home appliances,Garden & Outdoors,1075,26-09-2016 06:51,Rainy,7,Nigeria,America
Home appliances,Garden & Outdoors,600,26-09-2016 06:51,Rainy,9,Nigeria,America
Home appliances,Garden & Outdoors,600,26-09-2016 06:51,Rainy,7,Nigeria,America
Home appliances,Garden & Outdoors,1225,24-09-2016 23:23,Rainy,24,Nigeria,America
Home appliances,Garden & Outdoors,625,24-09-2016 23:23,Rainy,16,Nigeria,America
Home appliances,Garden & Outdoors,775,24-09-2016 23:23,Rainy,9,Nigeria,America
Home appliances,Garden & Outdoors,1050,24-09-2016 23:23,Rainy,16,Nigeria,America
Home appliances,Garden & Outdoors,700,24-09-2016 23:23,Rainy,16,Nigeria,America
Home appliances,Garden & Outdoors,525,08-12-2016 02:07,Winter,13,Morocco,Asia
Home appliances,Garden & Outdoors,650,08-12-2016 02:07,Winter,6,Morocco,Asia
Home appliances,Garden & Outdoors,675,08-12-2016 02:07,Winter,19,Morocco,Asia
Home appliances,Garden & Outdoors,725,08-12-2016 02:07,Winter,8,Morocco,Asia
Home appliances,Garden & Outdoors,725,08-12-2016 02:07,Winter,6,Morocco,Asia
Home appliances,Garden & Outdoors,1050,01-04-2016 03:50,Summer,8,Kenya,Europe
Home appliances,Garden & Outdoors,650,01-04-2016 03:50,Summer,22,Kenya,Europe
Home appliances,Garden & Outdoors,1050,01-04-2016 03:50,Summer,23,Kenya,Europe
Home appliances,Garden & Outdoors,950,01-04-2016 03:50,Summer,22,Kenya,Europe
Home appliances,Garden & Outdoors,775,01-04-2016 03:50,Summer,9,Kenya,Europe
Home appliances,Garden & Outdoors,525,03-05-2016 17:13,Summer,22,China,Australia
Home appliances,Garden & Outdoors,1125,03-05-2016 17:13,Summer,16,China,Australia
Home appliances,Garden & Outdoors,650,03-05-2016 17:13,Summer,20,China,Australia
Home appliances,Garden & Outdoors,825,03-05-2016 17:13,Summer,20,China,Australia
Home appliances,Garden & Outdoors,800,03-05-2016 17:13,Summer,17,China,Australia
Home appliances,Home Storage,550,01-02-2016 06:26,Summer,25,Kenya,Europe
Home appliances,Home Storage,1075,01-02-2016 06:26,Summer,19,Kenya,Europe
Home appliances,Home Storage,1175,01-02-2016 06:26,Summer,9,Kenya,Europe
Home appliances,Home Storage,750,01-02-2016 06:26,Summer,15,Kenya,Europe
Home appliances,Home Storage,900,01-02-2016 06:26,Summer,6,Kenya,Europe
Home appliances,Home Storage,700,13-12-2016 00:57,Winter,8,Kenya,Europe
Home appliances,Home Storage,900,13-12-2016 00:57,Winter,14,Kenya,Europe
Home appliances,Home Storage,900,13-12-2016 00:57,Winter,25,Kenya,Europe
Home appliances,Home Storage,750,13-12-2016 00:57,Winter,23,Kenya,Europe
Home appliances,Home Storage,775,13-12-2016 00:57,Winter,20,Kenya,Europe
Home appliances,Home Storage,1150,06-09-2016 19:27,Rainy,12,China,Australia
Home appliances,Home Storage,1100,06-09-2016 19:27,Rainy,24,China,Australia
Home appliances,Home Storage,675,06-09-2016 19:27,Rainy,24,China,Australia
Home appliances,Home Storage,550,06-09-2016 19:27,Rainy,10,China,Australia
Home appliances,Home Storage,975,06-09-2016 19:27,Rainy,5,China,Australia
Home appliances,Home Storage,975,12-11-2016 02:03,Winter,22,Nigeria,America
Home appliances,Home Storage,650,12-11-2016 02:03,Winter,23,Nigeria,America
Home appliances,Home Storage,625,12-11-2016 02:03,Winter,10,Nigeria,America
Home appliances,Home Storage,1025,12-11-2016 02:03,Winter,14,Nigeria,America
Home appliances,Home Storage,1000,12-11-2016 02:03,Winter,14,Nigeria,America
Home appliances,Home Storage,900,08-04-2016 14:40,Summer,15,South Africa,Africa
Home appliances,Home Storage,1000,08-04-2016 14:40,Summer,16,South Africa,Africa
Home appliances,Home Storage,975,08-04-2016 14:40,Summer,11,South Africa,Africa
Home appliances,Home Storage,575,08-04-2016 14:40,Summer,7,South Africa,Africa
Home appliances,Home Storage,575,08-04-2016 14:40,Summer,13,South Africa,Africa
Home appliances,Home Storage,850,02-03-2016 02:33,Summer,20,Nigeria,America
Home appliances,Home Storage,1200,02-03-2016 02:33,Summer,25,Nigeria,America
Home appliances,Home Storage,525,02-03-2016 02:33,Summer,17,Nigeria,America
Home appliances,Home Storage,1150,02-03-2016 02:33,Summer,6,Nigeria,America
Home appliances,Home Storage,1050,02-03-2016 02:33,Summer,25,Nigeria,America
Home appliances,Home Storage,500,24-03-2016 11:51,Summer,23,Nigeria,America
Home appliances,Home Storage,675,24-03-2016 11:51,Summer,20,Nigeria,America
Home appliances,Home Storage,1125,24-03-2016 11:51,Summer,20,Nigeria,America
Home appliances,Home Storage,975,24-03-2016 11:51,Summer,12,Nigeria,America
Home appliances,Home Storage,1025,24-03-2016 11:51,Summer,22,Nigeria,America
Home appliances,Home Storage,1025,28-07-2016 17:18,Rainy,19,China,Australia
Home appliances,Home Storage,500,28-07-2016 17:18,Rainy,10,China,Australia
Home appliances,Home Storage,725,28-07-2016 17:18,Rainy,14,China,Australia
Home appliances,Home Storage,550,28-07-2016 17:18,Rainy,15,China,Australia
Home appliances,Home Storage,1125,28-07-2016 17:18,Rainy,9,China,Australia
Home appliances,Home Storage,875,07-02-2016 17:27,Summer,15,Morocco,Asia
Home appliances,Home Storage,525,07-02-2016 17:27,Summer,7,Morocco,Asia
Home appliances,Home Storage,1200,07-02-2016 17:27,Summer,17,Morocco,Asia
Home appliances,Home Storage,900,07-02-2016 17:27,Summer,20,Morocco,Asia
Home appliances,Home Storage,625,07-02-2016 17:27,Summer,10,Morocco,Asia
Home appliances,Home Storage,525,10-07-2016 16:12,Rainy,9,China,Australia
Home appliances,Home Storage,1075,10-07-2016 16:12,Rainy,23,China,Australia
Home appliances,Home Storage,1100,10-07-2016 16:12,Rainy,7,China,Australia
Home appliances,Home Storage,1200,10-07-2016 16:12,Rainy,12,China,Australia
Home appliances,Home Storage,1225,10-07-2016 16:12,Rainy,25,China,Australia
Home appliances,Indoor Lighting,750,14-07-2016 12:44,Rainy,14,China,Australia
Home appliances,Indoor Lighting,925,14-07-2016 12:44,Rainy,6,China,Australia
Home appliances,Indoor Lighting,850,14-07-2016 12:44,Rainy,7,China,Australia
Home appliances,Indoor Lighting,625,14-07-2016 12:44,Rainy,7,China,Australia
Home appliances,Indoor Lighting,875,14-07-2016 12:44,Rainy,18,China,Australia
Home appliances,Indoor Lighting,700,22-10-2016 15:55,Winter,19,Morocco,Asia
Home appliances,Indoor Lighting,525,22-10-2016 15:55,Winter,9,Morocco,Asia
Home appliances,Indoor Lighting,850,22-10-2016 15:55,Winter,13,Morocco,Asia
Home appliances,Indoor Lighting,1050,22-10-2016 15:55,Winter,21,Morocco,Asia
Home appliances,Indoor Lighting,1075,22-10-2016 15:55,Winter,21,Morocco,Asia
Home appliances,Indoor Lighting,775,18-05-2016 14:19,Summer,18,Morocco,Asia
Home appliances,Indoor Lighting,800,18-05-2016 14:19,Summer,15,Morocco,Asia
Home appliances,Indoor Lighting,800,18-05-2016 14:19,Summer,6,Morocco,Asia
Home appliances,Indoor Lighting,1000,18-05-2016 14:19,Summer,20,Morocco,Asia
Home appliances,Indoor Lighting,975,18-05-2016 14:19,Summer,10,Morocco,Asia
Home appliances,Indoor Lighting,1225,12-03-2016 07:56,Summer,5,Kenya,Europe
Home appliances,Indoor Lighting,625,12-03-2016 07:56,Summer,15,Kenya,Europe
Home appliances,Indoor Lighting,850,12-03-2016 07:56,Summer,13,Kenya,Europe
Home appliances,Indoor Lighting,700,12-03-2016 07:56,Summer,18,Kenya,Europe
Home appliances,Indoor Lighting,1000,12-03-2016 07:56,Summer,14,Kenya,Europe
Home appliances,Indoor Lighting,1150,19-09-2016 15:22,Rainy,25,Nigeria,America
Home appliances,Indoor Lighting,600,19-09-2016 15:22,Rainy,10,Nigeria,America
Home appliances,Indoor Lighting,1125,19-09-2016 15:22,Rainy,9,Nigeria,America
Home appliances,Indoor Lighting,875,19-09-2016 15:22,Rainy,9,Nigeria,America
Home appliances,Indoor Lighting,1100,19-09-2016 15:22,Rainy,23,Nigeria,America
Home appliances,Indoor Lighting,700,04-10-2016 06:01,Winter,17,Nigeria,America
Home appliances,Indoor Lighting,1150,04-10-2016 06:01,Winter,19,Nigeria,America
Home appliances,Indoor Lighting,875,04-10-2016 06:01,Winter,9,Nigeria,America
Home appliances,Indoor Lighting,1175,04-10-2016 06:01,Winter,24,Nigeria,America
Home appliances,Indoor Lighting,1200,04-10-2016 06:01,Winter,21,Nigeria,America
Home appliances,Indoor Lighting,850,14-06-2016 17:47,Rainy,9,China,Australia
Home appliances,Indoor Lighting,700,14-06-2016 17:47,Rainy,15,China,Australia
Home appliances,Indoor Lighting,650,14-06-2016 17:47,Rainy,7,China,Australia
Home appliances,Indoor Lighting,750,14-06-2016 17:47,Rainy,17,China,Australia
Home appliances,Indoor Lighting,1200,14-06-2016 17:47,Rainy,22,China,Australia
Home appliances,Indoor Lighting,925,06-02-2016 08:56,Summer,16,Morocco,Asia
Home appliances,Indoor Lighting,1000,06-02-2016 08:56,Summer,22,Morocco,Asia
Home appliances,Indoor Lighting,900,06-02-2016 08:56,Summer,13,Morocco,Asia
Home appliances,Indoor Lighting,900,06-02-2016 08:56,Summer,22,Morocco,Asia
Home appliances,Indoor Lighting,550,06-02-2016 08:56,Summer,25,Morocco,Asia
Home appliances,Indoor Lighting,500,19-08-2016 05:40,Rainy,5,Morocco,Asia
Home appliances,Indoor Lighting,975,19-08-2016 05:40,Rainy,11,Morocco,Asia
Home appliances,Indoor Lighting,900,19-08-2016 05:40,Rainy,13,Morocco,Asia
Home appliances,Indoor Lighting,1225,19-08-2016 05:40,Rainy,17,Morocco,Asia
Home appliances,Indoor Lighting,625,19-08-2016 05:40,Rainy,17,Morocco,Asia
Home appliances,Indoor Lighting,875,28-10-2016 15:14,Winter,23,Kenya,Europe
Home appliances,Indoor Lighting,875,28-10-2016 15:14,Winter,5,Kenya,Europe
Home appliances,Indoor Lighting,700,28-10-2016 15:14,Winter,13,Kenya,Europe
Home appliances,Indoor Lighting,1100,28-10-2016 15:14,Winter,6,Kenya,Europe
Home appliances,Indoor Lighting,725,28-10-2016 15:14,Winter,5,Kenya,Europe
Home appliances,Home Improvement,725,08-10-2016 01:33,Winter,13,Nigeria,America
Home appliances,Home Improvement,1000,08-10-2016 01:33,Winter,25,Nigeria,America
Home appliances,Home Improvement,750,08-10-2016 01:33,Winter,8,Nigeria,America
Home appliances,Home Improvement,1225,08-10-2016 01:33,Winter,21,Nigeria,America
Home appliances,Home Improvement,775,08-10-2016 01:33,Winter,17,Nigeria,America
Home appliances,Home Improvement,875,07-06-2016 10:11,Rainy,19,Kenya,Europe
Home appliances,Home Improvement,625,07-06-2016 10:11,Rainy,21,Kenya,Europe
Home appliances,Home Improvement,950,07-06-2016 10:11,Rainy,15,Kenya,Europe
Home appliances,Home Improvement,625,07-06-2016 10:11,Rainy,11,Kenya,Europe
Home appliances,Home Improvement,750,07-06-2016 10:11,Rainy,8,Kenya,Europe
Home appliances,Home Improvement,1050,10-12-2016 08:04,Winter,12,South Africa,Africa
Home appliances,Home Improvement,800,10-12-2016 08:04,Winter,21,South Africa,Africa
Home appliances,Home Improvement,750,10-12-2016 08:04,Winter,12,South Africa,Africa
Home appliances,Home Improvement,850,10-12-2016 08:04,Winter,24,South Africa,Africa
Home appliances,Home Improvement,950,10-12-2016 08:04,Winter,7,South Africa,Africa
Home appliances,Home Improvement,900,16-10-2016 00:19,Winter,25,South Africa,Africa
Home appliances,Home Improvement,1225,16-10-2016 00:19,Winter,7,South Africa,Africa
Home appliances,Home Improvement,525,16-10-2016 00:19,Winter,18,South Africa,Africa
Home appliances,Home Improvement,900,16-10-2016 00:19,Winter,12,South Africa,Africa
Home appliances,Home Improvement,1075,16-10-2016 00:19,Winter,16,South Africa,Africa
Home appliances,Home Improvement,1125,16-07-2016 20:11,Rainy,9,China,Australia
Home appliances,Home Improvement,1050,16-07-2016 20:11,Rainy,7,China,Australia
Home appliances,Home Improvement,1225,16-07-2016 20:11,Rainy,17,China,Australia
Home appliances,Home Improvement,1225,16-07-2016 20:11,Rainy,8,China,Australia
Home appliances,Home Improvement,550,16-07-2016 20:11,Rainy,5,China,Australia
Home appliances,Home Improvement,1225,19-04-2016 08:58,Summer,10,Morocco,Asia
Home appliances,Home Improvement,525,19-04-2016 08:58,Summer,20,Morocco,Asia
Home appliances,Home Improvement,1175,19-04-2016 08:58,Summer,10,Morocco,Asia
Home appliances,Home Improvement,550,19-04-2016 08:58,Summer,15,Morocco,Asia
Home appliances,Home Improvement,1175,19-04-2016 08:58,Summer,19,Morocco,Asia
Home appliances,Home Improvement,925,01-04-2016 02:27,Summer,5,Kenya,Europe
Home appliances,Home Improvement,1100,01-04-2016 02:27,Summer,11,Kenya,Europe
Home appliances,Home Improvement,900,01-04-2016 02:27,Summer,18,Kenya,Europe
Home appliances,Home Improvement,1225,01-04-2016 02:27,Summer,19,Kenya,Europe
Home appliances,Home Improvement,750,01-04-2016 02:27,Summer,18,Kenya,Europe
Home appliances,Home Improvement,1225,11-01-2016 21:17,Winter,23,Nigeria,America
Home appliances,Home Improvement,500,11-01-2016 21:17,Winter,20,Nigeria,America
Home appliances,Home Improvement,1150,11-01-2016 21:17,Winter,8,Nigeria,America
Home appliances,Home Improvement,850,11-01-2016 21:17,Winter,11,Nigeria,America
Home appliances,Home Improvement,1075,11-01-2016 21:17,Winter,24,Nigeria,America
Home appliances,Home Improvement,1175,22-11-2016 21:31,Winter,15,China,Australia
Home appliances,Home Improvement,1175,22-11-2016 21:31,Winter,9,China,Australia
Home appliances,Home Improvement,1175,22-11-2016 21:31,Winter,18,China,Australia
Home appliances,Home Improvement,550,22-11-2016 21:31,Winter,9,China,Australia
Home appliances,Home Improvement,725,22-11-2016 21:31,Winter,20,China,Australia
Home appliances,Home Improvement,975,15-11-2016 14:18,Winter,16,Morocco,Asia
Home appliances,Home Improvement,975,15-11-2016 14:18,Winter,23,Morocco,Asia
Home appliances,Home Improvement,775,15-11-2016 14:18,Winter,15,Morocco,Asia
Home appliances,Home Improvement,1000,15-11-2016 14:18,Winter,24,Morocco,Asia
Home appliances,Home Improvement,500,15-11-2016 14:18,Winter,21,Morocco,Asia
Men's Clothing,T-shirts & Polos,1175,04-09-2016 17:44,Rainy,5,Kenya,Europe
Men's Clothing,T-shirts & Polos,600,04-09-2016 17:44,Rainy,11,Kenya,Europe
Men's Clothing,T-shirts & Polos,750,04-09-2016 17:44,Rainy,17,Kenya,Europe
Men's Clothing,T-shirts & Polos,1125,04-09-2016 17:44,Rainy,25,Kenya,Europe
Men's Clothing,T-shirts & Polos,1025,04-09-2016 17:44,Rainy,15,Kenya,Europe
Men's Clothing,T-shirts & Polos,1025,02-05-2016 13:49,Summer,16,Morocco,Asia
Men's Clothing,T-shirts & Polos,950,02-05-2016 13:49,Summer,18,Morocco,Asia
Men's Clothing,T-shirts & Polos,825,02-05-2016 13:49,Summer,24,Morocco,Asia
Men's Clothing,T-shirts & Polos,1150,02-05-2016 13:49,Summer,18,Morocco,Asia
Men's Clothing,T-shirts & Polos,825,02-05-2016 13:49,Summer,23,Morocco,Asia
Men's Clothing,T-shirts & Polos,500,10-03-2016 15:27,Summer,16,China,Australia
Men's Clothing,T-shirts & Polos,975,10-03-2016 15:27,Summer,21,China,Australia
Men's Clothing,T-shirts & Polos,775,10-03-2016 15:27,Summer,14,China,Australia
Men's Clothing,T-shirts & Polos,625,10-03-2016 15:27,Summer,21,China,Australia
Men's Clothing,T-shirts & Polos,800,10-03-2016 15:27,Summer,8,China,Australia
Men's Clothing,T-shirts & Polos,950,27-11-2016 12:07,Winter,5,Morocco,Asia
Men's Clothing,T-shirts & Polos,625,27-11-2016 12:07,Winter,7,Morocco,Asia
Men's Clothing,T-shirts & Polos,1200,27-11-2016 12:07,Winter,10,Morocco,Asia
Men's Clothing,T-shirts & Polos,1225,27-11-2016 12:07,Winter,16,Morocco,Asia
Men's Clothing,T-shirts & Polos,1125,27-11-2016 12:07,Winter,11,Morocco,Asia
Men's Clothing,T-shirts & Polos,1225,06-11-2016 16:44,Winter,19,Morocco,Asia
Men's Clothing,T-shirts & Polos,1125,06-11-2016 16:44,Winter,13,Morocco,Asia
Men's Clothing,T-shirts & Polos,950,06-11-2016 16:44,Winter,18,Morocco,Asia
Men's Clothing,T-shirts & Polos,1125,06-11-2016 16:44,Winter,12,Morocco,Asia
Men's Clothing,T-shirts & Polos,625,06-11-2016 16:44,Winter,5,Morocco,Asia
Men's Clothing,T-shirts & Polos,1025,07-04-2016 08:17,Summer,14,China,Australia
Men's Clothing,T-shirts & Polos,575,07-04-2016 08:17,Summer,25,China,Australia
Men's Clothing,T-shirts & Polos,550,07-04-2016 08:17,Summer,24,China,Australia
Men's Clothing,T-shirts & Polos,600,07-04-2016 08:17,Summer,6,China,Australia
Men's Clothing,T-shirts & Polos,900,07-04-2016 08:17,Summer,22,China,Australia
Men's Clothing,T-shirts & Polos,600,09-04-2016 05:07,Summer,24,Morocco,Asia
Men's Clothing,T-shirts & Polos,800,09-04-2016 05:07,Summer,25,Morocco,Asia
Men's Clothing,T-shirts & Polos,1075,09-04-2016 05:07,Summer,11,Morocco,Asia
Men's Clothing,T-shirts & Polos,850,09-04-2016 05:07,Summer,21,Morocco,Asia
Men's Clothing,T-shirts & Polos,500,09-04-2016 05:07,Summer,8,Morocco,Asia
Men's Clothing,T-shirts & Polos,775,05-05-2016 05:02,Summer,21,Morocco,Asia
Men's Clothing,T-shirts & Polos,1100,05-05-2016 05:02,Summer,6,Morocco,Asia
Men's Clothing,T-shirts & Polos,575,05-05-2016 05:02,Summer,24,Morocco,Asia
Men's Clothing,T-shirts & Polos,825,05-05-2016 05:02,Summer,10,Morocco,Asia
Men's Clothing,T-shirts & Polos,625,05-05-2016 05:02,Summer,5,Morocco,Asia
Men's Clothing,T-shirts & Polos,750,21-01-2016 14:11,Winter,23,South Africa,Africa
Men's Clothing,T-shirts & Polos,1200,21-01-2016 14:11,Winter,19,South Africa,Africa
Men's Clothing,T-shirts & Polos,1175,21-01-2016 14:11,Winter,8,South Africa,Africa
Men's Clothing,T-shirts & Polos,750,21-01-2016 14:11,Winter,25,South Africa,Africa
Men's Clothing,T-shirts & Polos,725,21-01-2016 14:11,Winter,10,South Africa,Africa
Men's Clothing,T-shirts & Polos,500,29-11-2016 16:57,Winter,18,Morocco,Asia
Men's Clothing,T-shirts & Polos,1050,29-11-2016 16:57,Winter,13,Morocco,Asia
Men's Clothing,T-shirts & Polos,950,29-11-2016 16:57,Winter,25,Morocco,Asia
Men's Clothing,T-shirts & Polos,1200,29-11-2016 16:57,Winter,9,Morocco,Asia
Men's Clothing,T-shirts & Polos,1200,29-11-2016 16:57,Winter,23,Morocco,Asia
Men's Clothing,Shirts,875,07-12-2016 18:13,Winter,21,Kenya,Europe
Men's Clothing,Shirts,975,07-12-2016 18:13,Winter,19,Kenya,Europe
Men's Clothing,Shirts,675,07-12-2016 18:13,Winter,5,Kenya,Europe
Men's Clothing,Shirts,1075,07-12-2016 18:13,Winter,17,Kenya,Europe
Men's Clothing,Shirts,625,07-12-2016 18:13,Winter,8,Kenya,Europe
Men's Clothing,Shirts,1075,17-05-2016 02:57,Summer,22,South Africa,Africa
Men's Clothing,Shirts,625,17-05-2016 02:57,Summer,23,South Africa,Africa
Men's Clothing,Shirts,1000,17-05-2016 02:57,Summer,19,South Africa,Africa
Men's Clothing,Shirts,1025,17-05-2016 02:57,Summer,16,South Africa,Africa
Men's Clothing,Shirts,500,17-05-2016 02:57,Summer,12,South Africa,Africa
Men's Clothing,Shirts,800,23-12-2016 23:21,Winter,18,South Africa,Africa
Men's Clothing,Shirts,675,23-12-2016 23:21,Winter,14,South Africa,Africa
Men's Clothing,Shirts,1100,23-12-2016 23:21,Winter,21,South Africa,Africa
Men's Clothing,Shirts,600,23-12-2016 23:21,Winter,20,South Africa,Africa
Men's Clothing,Shirts,800,23-12-2016 23:21,Winter,6,South Africa,Africa
Men's Clothing,Shirts,825,03-08-2016 22:08,Rainy,10,South Africa,Africa
Men's Clothing,Shirts,1150,03-08-2016 22:08,Rainy,24,South Africa,Africa
Men's Clothing,Shirts,550,03-08-2016 22:08,Rainy,16,South Africa,Africa
Men's Clothing,Shirts,1150,03-08-2016 22:08,Rainy,21,South Africa,Africa
Men's Clothing,Shirts,925,03-08-2016 22:08,Rainy,19,South Africa,Africa
Men's Clothing,Shirts,1125,14-11-2016 00:10,Winter,19,China,Australia
Men's Clothing,Shirts,875,14-11-2016 00:10,Winter,9,China,Australia
Men's Clothing,Shirts,775,14-11-2016 00:10,Winter,22,China,Australia
Men's Clothing,Shirts,800,14-11-2016 00:10,Winter,16,China,Australia
Men's Clothing,Shirts,525,14-11-2016 00:10,Winter,19,China,Australia
Men's Clothing,Shirts,600,11-05-2016 11:47,Summer,7,Morocco,Asia
Men's Clothing,Shirts,725,11-05-2016 11:47,Summer,7,Morocco,Asia
Men's Clothing,Shirts,950,11-05-2016 11:47,Summer,25,Morocco,Asia
Men's Clothing,Shirts,700,11-05-2016 11:47,Summer,14,Morocco,Asia
Men's Clothing,Shirts,1000,11-05-2016 11:47,Summer,25,Morocco,Asia
Men's Clothing,Shirts,950,26-07-2016 10:37,Rainy,13,Nigeria,America
Men's Clothing,Shirts,850,26-07-2016 10:37,Rainy,21,Nigeria,America
Men's Clothing,Shirts,1125,26-07-2016 10:37,Rainy,13,Nigeria,America
Men's Clothing,Shirts,1225,26-07-2016 10:37,Rainy,19,Nigeria,America
Men's Clothing,Shirts,1025,26-07-2016 10:37,Rainy,18,Nigeria,America
Men's Clothing,Shirts,1050,01-11-2016 05:21,Winter,6,South Africa,Africa
Men's Clothing,Shirts,575,01-11-2016 05:21,Winter,10,South Africa,Africa
Men's Clothing,Shirts,725,01-11-2016 05:21,Winter,12,South Africa,Africa
Men's Clothing,Shirts,600,01-11-2016 05:21,Winter,6,South Africa,Africa
Men's Clothing,Shirts,925,01-11-2016 05:21,Winter,24,South Africa,Africa
Men's Clothing,Shirts,525,18-09-2016 01:29,Rainy,19,Morocco,Asia
Men's Clothing,Shirts,1200,18-09-2016 01:29,Rainy,21,Morocco,Asia
Men's Clothing,Shirts,700,18-09-2016 01:29,Rainy,8,Morocco,Asia
Men's Clothing,Shirts,625,18-09-2016 01:29,Rainy,24,Morocco,Asia
Men's Clothing,Shirts,1150,18-09-2016 01:29,Rainy,6,Morocco,Asia
Men's Clothing,Shirts,775,15-03-2016 09:06,Summer,16,Kenya,Europe
Men's Clothing,Shirts,825,15-03-2016 09:06,Summer,21,Kenya,Europe
Men's Clothing,Shirts,950,15-03-2016 09:06,Summer,24,Kenya,Europe
Men's Clothing,Shirts,675,15-03-2016 09:06,Summer,16,Kenya,Europe
Men's Clothing,Shirts,825,15-03-2016 09:06,Summer,7,Kenya,Europe
Men's Clothing,Jeans,500,15-07-2016 21:35,Rainy,8,China,Australia
Men's Clothing,Jeans,550,15-07-2016 21:35,Rainy,5,China,Australia
Men's Clothing,Jeans,625,15-07-2016 21:35,Rainy,17,China,Australia
Men's Clothing,Jeans,775,15-07-2016 21:35,Rainy,8,China,Australia
Men's Clothing,Jeans,750,15-07-2016 21:35,Rainy,17,China,Australia
Men's Clothing,Jeans,1000,17-09-2016 13:47,Rainy,12,China,Australia
Men's Clothing,Jeans,575,17-09-2016 13:47,Rainy,25,China,Australia
Men's Clothing,Jeans,1075,17-09-2016 13:47,Rainy,10,China,Australia
Men's Clothing,Jeans,925,17-09-2016 13:47,Rainy,20,China,Australia
Men's Clothing,Jeans,800,17-09-2016 13:47,Rainy,23,China,Australia
Men's Clothing,Jeans,525,08-03-2016 14:17,Summer,24,Morocco,Asia
Men's Clothing,Jeans,975,08-03-2016 14:17,Summer,7,Morocco,Asia
Men's Clothing,Jeans,900,08-03-2016 14:17,Summer,8,Morocco,Asia
